command,mean,stddev,median,user,system,min,max
"./target/release/phase-linearizer -n 0.0 -x 1.0 -p 100 -o 5 -a random-unc -i 300 -f ./experimental_results/random-unc/peak_dip.csv transfer-function --amp --num ""1.071018  -1.895730   2.433447  -2.280328   1.683715  -0.931094   0.415294  -0.130253   0.024056"" --den ""1.000000  -1.976400   2.558539  -2.258532   1.651478  -0.884705   0.388817  -0.117767   0.028696""",15.074472235460002,0.3788657704246687,15.10525287326,14.957560139999998,0.06557307999999999,14.578671309259999,15.92067740526
