command,mean,stddev,median,user,system,min,max
"./target/release/phase-linearizer -n 0.0 -x 0.6 -p 150 -o 6 -a random-unc -i 300 -f ./experimental_results/random-unc/cheby_lp.csv transfer-function --amp --num ""2.3447e-03   5.8262e-03   1.0160e-02   1.1842e-02   1.0160e-02   5.8262e-03   2.3447e-03"" --den ""1.000000  -3.207647 4.689690  -3.853772   1.857272  -0.493137   0.056098""",37.25076932074,0.665012287724409,37.23369422164,37.13269534,0.06891122,36.48750229414,38.68102071714
