command,mean,stddev,median,user,system,min,max
"./target/release/phase-linearizer -n 0.1 -x 0.9 -p 150 -o 8 -a random-con -i 300 -f ./experimental_results/random-con/cheby_bp.csv transfer-function --amp --num ""1.5451e-03  -1.9713e-03   2.1760e-04  -9.3270e-04   2.7666e-03  -9.3270e-04   2.1760e-04  -1.9713e-03   1.5451e-03"" --den ""1.0000e+00  -2.7355e+00   5.9780e+00  -7.8335e+00   8.5654e+00  -6.3463e+00   3.9239e+00  -1.4513e+00   4.2989e-01""",31.222568706740002,0.6653729404794423,31.17776226454,31.03562636,0.09463074,30.23976600204,32.09588674004
