command,mean,stddev,median,user,system,min,max
"./target/release/phase-linearizer -n 0.0 -x 1.0 -p 150 -o 8 -a grid -i 300 -f ./experimental_results/grid/stop_lp.csv transfer-function --amp --num ""0.059720  -0.227672   0.360950  -0.130451  -0.415327   0.726934  -0.415327  -0.130451   0.360950  -0.227672   0.059720"" --den ""1.0000e+00  -3.9182e+00   7.9612e+00  -1.1212e+01   1.1767e+01  -9.4018e+00   5.8497e+00  -2.7816e+00   9.3618e-01  -2.0557e-01   2.6283e-02""",72.37277306118,0.7526348955510863,72.13202647948,72.11598781999999,0.09395876,71.68136171348,74.26874314448
